input	base	family	operator	expected	actual	class_match	location	location_match	location_primary	lean_agree	replay_ok	total_bytes	policy_bytes	payload_bytes	hs_check_ns	lean_wall_ns
fixtures/mutants/sample-specific-masks.C05--attach-undercut-0.sexp	sample-specific-masks.C05	accept-verdict	attach-undercut	accept-defeated	accept-defeated	true	-	-	-	true	-	16904	7431	9473	510639	4662764
fixtures/mutants/sample-specific-masks.C05--quarantine-attacker-0.sexp	sample-specific-masks.C05	accept-verdict	quarantine-attacker	accept-evidence-blocked	accept-evidence-blocked	true	-	-	-	true	-	17148	7431	9717	531200	4907859
fixtures/mutants/sample-specific-masks.C05--attach-rebut-cycle-0.sexp	sample-specific-masks.C05	accept-verdict	attach-rebut-cycle	accept-contested	accept-all-contested	true	-	-	-	true	-	17553	7972	9581	1083650	4986610
fixtures/mutants/sample-specific-masks.C05--attach-undermine-0.sexp	sample-specific-masks.C05	accept-verdict	attach-undermine	accept-defeated	accept-defeated	true	-	-	-	true	-	17267	7689	9578	433017	4569753
fixtures/mutants/sample-specific-masks.C05--attach-reinstate-0.sexp	sample-specific-masks.C05	accept-verdict	attach-reinstate	accept-justified	accept-justified	true	-	-	-	true	-	17463	7726	9737	553550	4815627
fixtures/mutants/sample-specific-masks.C06--drop-support-0.sexp	sample-specific-masks.C06	accept-verdict	drop-support	accept-gap	accept-gap	true	-	-	-	true	-	16594	7431	9163	549870	5021051
fixtures/mutants/sample-specific-masks.C06--attach-undercut-0.sexp	sample-specific-masks.C06	accept-verdict	attach-undercut	accept-defeated	accept-defeated	true	-	-	-	true	-	17146	7431	9715	538970	4118775
fixtures/mutants/sample-specific-masks.C06--quarantine-attacker-0.sexp	sample-specific-masks.C06	accept-verdict	quarantine-attacker	accept-evidence-blocked	accept-evidence-blocked	true	-	-	-	true	-	17415	7431	9984	499119	4232977
fixtures/mutants/sample-specific-masks.C06--attach-rebut-cycle-0.sexp	sample-specific-masks.C06	accept-verdict	attach-rebut-cycle	accept-contested	accept-all-contested	true	-	-	-	true	-	17431	7670	9761	561020	4489731
fixtures/mutants/sample-specific-masks.C06--attach-undermine-0.sexp	sample-specific-masks.C06	accept-verdict	attach-undermine	accept-defeated	accept-defeated	true	-	-	-	true	-	17533	7721	9812	1428546	4533852
fixtures/mutants/sample-specific-masks.C06--attach-reinstate-0.sexp	sample-specific-masks.C06	accept-verdict	attach-reinstate	accept-justified	accept-justified	true	-	-	-	true	-	17705	7750	9955	526159	4327599
fixtures/mutants/self-composing-policies.C01--drop-support-0.sexp	self-composing-policies.C01	accept-verdict	drop-support	accept-gap	accept-gap	true	-	-	-	true	-	16360	7431	8929	481388	4584163
fixtures/mutants/self-composing-policies.C01--attach-undercut-0.sexp	self-composing-policies.C01	accept-verdict	attach-undercut	accept-defeated	accept-defeated	true	-	-	-	true	-	16765	7431	9334	501349	4170885
fixtures/mutants/self-composing-policies.C01--quarantine-attacker-0.sexp	self-composing-policies.C01	accept-verdict	quarantine-attacker	accept-evidence-blocked	accept-evidence-blocked	true	-	-	-	true	-	16985	7431	9554	517059	4815528
fixtures/mutants/self-composing-policies.C01--attach-rebut-cycle-0.sexp	self-composing-policies.C01	accept-verdict	attach-rebut-cycle	accept-contested	accept-all-contested	true	-	-	-	true	-	17348	7891	9457	516409	4407540
fixtures/mutants/self-composing-policies.C01--attach-undermine-0.sexp	self-composing-policies.C01	accept-verdict	attach-undermine	accept-defeated	accept-defeated	true	-	-	-	true	-	17021	7603	9418	514650	4887369
fixtures/mutants/self-composing-policies.C01--attach-reinstate-0.sexp	self-composing-policies.C01	accept-verdict	attach-reinstate	accept-justified	accept-justified	true	-	-	-	true	-	17324	7706	9618	351116	4839218
fixtures/mutants/rebench-restricted_mlm.C14--drop-support-0.sexp	rebench-restricted_mlm.C14	accept-verdict	drop-support	accept-gap	accept-gap	true	-	-	-	true	-	16413	7431	8982	504459	4647564
fixtures/mutants/rebench-restricted_mlm.C14--attach-undercut-0.sexp	rebench-restricted_mlm.C14	accept-verdict	attach-undercut	accept-defeated	accept-defeated	true	-	-	-	true	-	16878	7431	9447	1169092	4426730
fixtures/mutants/rebench-restricted_mlm.C14--quarantine-attacker-0.sexp	rebench-restricted_mlm.C14	accept-verdict	quarantine-attacker	accept-evidence-blocked	accept-evidence-blocked	true	-	-	-	true	-	17131	7431	9700	498889	4416650
fixtures/mutants/rebench-restricted_mlm.C14--attach-rebut-cycle-0.sexp	rebench-restricted_mlm.C14	accept-verdict	attach-rebut-cycle	accept-contested	accept-all-contested	true	-	-	-	true	-	17553	8010	9543	561031	4792667
fixtures/mutants/rebench-restricted_mlm.C14--attach-undermine-0.sexp	rebench-restricted_mlm.C14	accept-verdict	attach-undermine	accept-defeated	accept-defeated	true	-	-	-	true	-	17158	7638	9520	529730	4629134
fixtures/mutants/rebench-restricted_mlm.C14--attach-reinstate-0.sexp	rebench-restricted_mlm.C14	accept-verdict	attach-reinstate	accept-justified	accept-justified	true	-	-	-	true	-	17437	7737	9700	506529	4066903
fixtures/mutants/rebench-rust_codecontests.C02--drop-support-0.sexp	rebench-rust_codecontests.C02	accept-verdict	drop-support	accept-gap	accept-gap	true	-	-	-	true	-	16409	7431	8978	370317	4502501
fixtures/mutants/rebench-rust_codecontests.C02--attach-undercut-0.sexp	rebench-rust_codecontests.C02	accept-verdict	attach-undercut	accept-defeated	accept-defeated	true	-	-	-	true	-	16818	7431	9387	500119	4359759
fixtures/mutants/rebench-rust_codecontests.C02--quarantine-attacker-0.sexp	rebench-rust_codecontests.C02	accept-verdict	quarantine-attacker	accept-evidence-blocked	accept-evidence-blocked	true	-	-	-	true	-	17034	7431	9603	1218963	5019361
fixtures/mutants/rebench-rust_codecontests.C02--attach-rebut-cycle-0.sexp	rebench-rust_codecontests.C02	accept-verdict	attach-rebut-cycle	accept-contested	accept-all-contested	true	-	-	-	true	-	17535	8011	9524	540969	4594254
fixtures/mutants/rebench-rust_codecontests.C02--attach-undermine-0.sexp	rebench-rust_codecontests.C02	accept-verdict	attach-undermine	accept-defeated	accept-defeated	true	-	-	-	true	-	17127	7630	9497	1301814	4848918
fixtures/mutants/rebench-rust_codecontests.C02--attach-reinstate-0.sexp	rebench-rust_codecontests.C02	accept-verdict	attach-reinstate	accept-justified	accept-justified	true	-	-	-	true	-	17377	7696	9681	511709	4226576
corpus-units/adaptive-pruning/C03/unit.core.sexp	adaptive-pruning.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16577	7431	9146	338256	4401370
corpus-units/adaptive-pruning/C04/unit.core.sexp	adaptive-pruning.C04	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	17055	7431	9624	1412465	4654134
corpus-units/all-in-one/C01/unit.core.sexp	all-in-one.C01	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16424	7431	8993	486239	4841568
corpus-units/all-in-one/C03/unit.core.sexp	all-in-one.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16350	7431	8919	500039	4314819
corpus-units/all-in-one/C05/unit.core.sexp	all-in-one.C05	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16342	7431	8911	472409	4301498
corpus-units/all-in-one/C06/unit.core.sexp	all-in-one.C06	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16489	7431	9058	496169	5005881
corpus-units/bam/C05/unit.core.sexp	bam.C05	paperbench	-	accept-justified	accept-justified	true	-	-	-	true	true	16783	7431	9352	549860	4861328
corpus-units/bam/C06/unit.core.sexp	bam.C06	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16322	7431	8891	1030978	4650135
corpus-units/bbox/C02/unit.core.sexp	bbox.C02	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16490	7431	9059	490319	4544473
corpus-units/bbox/C04/unit.core.sexp	bbox.C04	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16389	7431	8958	508059	4174766
corpus-units/bbox/C05/unit.core.sexp	bbox.C05	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16430	7431	8999	977858	4292158
corpus-units/bbox/C06/unit.core.sexp	bbox.C06	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16497	7431	9066	510890	4360339
corpus-units/bridging-data-gaps/C03/unit.core.sexp	bridging-data-gaps.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16529	7431	9098	523589	4059344
corpus-units/bridging-data-gaps/C05/unit.core.sexp	bridging-data-gaps.C05	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16402	7431	8971	365057	4261728
corpus-units/fre/C01/unit.core.sexp	fre.C01	paperbench	-	accept-justified	accept-justified	true	-	-	-	true	true	16778	7431	9347	1354044	4822527
corpus-units/fre/C03/unit.core.sexp	fre.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16367	7431	8936	1190252	4545693
corpus-units/fre/C04/unit.core.sexp	fre.C04	paperbench	-	accept-defeated	accept-defeated	true	-	-	-	true	true	16881	7431	9450	513680	4567023
corpus-units/ftrl/C01/unit.core.sexp	ftrl.C01	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16443	7431	9012	1220913	4106824
corpus-units/lbcs/C03/unit.core.sexp	lbcs.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16211	7431	8780	501539	4439940
corpus-units/lbcs/C05/unit.core.sexp	lbcs.C05	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16438	7431	9007	356706	4868098
corpus-units/mechanistic-understanding/C02/unit.core.sexp	mechanistic-understanding.C02	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16476	7431	9045	1284953	4503061
corpus-units/mechanistic-understanding/C04/unit.core.sexp	mechanistic-understanding.C04	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16275	7431	8844	1227163	4715926
corpus-units/pinn/C01/unit.core.sexp	pinn.C01	paperbench	-	accept-justified	accept-justified	true	-	-	-	true	true	16714	7431	9283	518049	4715675
corpus-units/pinn/C03/unit.core.sexp	pinn.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16428	7431	8997	1223522	4380780
corpus-units/pinn/C05/unit.core.sexp	pinn.C05	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16388	7431	8957	510039	4259757
corpus-units/rice/C01/unit.core.sexp	rice.C01	paperbench	-	accept-justified	accept-justified	true	-	-	-	true	true	16600	7431	9169	378307	4425900
corpus-units/robust-clip/C02/unit.core.sexp	robust-clip.C02	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16371	7431	8940	510420	4519282
corpus-units/robust-clip/C03/unit.core.sexp	robust-clip.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16375	7431	8944	1178251	4829348
corpus-units/robust-clip/C07/unit.core.sexp	robust-clip.C07	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16433	7431	9002	512909	4876699
corpus-units/sample-specific-masks/C05/unit.core.sexp	sample-specific-masks.C05	paperbench	-	accept-justified	accept-justified	true	-	-	-	true	true	16711	7431	9280	1306234	4795807
corpus-units/sample-specific-masks/C06/unit.core.sexp	sample-specific-masks.C06	paperbench	-	accept-justified	accept-justified	true	-	-	-	true	true	16929	7431	9498	540399	5320417
corpus-units/sapg/C01/unit.core.sexp	sapg.C01	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16353	7431	8922	998148	4340249
corpus-units/sapg/C02/unit.core.sexp	sapg.C02	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16426	7431	8995	504019	4014343
corpus-units/sapg/C06/unit.core.sexp	sapg.C06	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16423	7431	8992	1260743	4503252
corpus-units/self-composing-policies/C01/unit.core.sexp	self-composing-policies.C01	paperbench	-	accept-justified	accept-justified	true	-	-	-	true	true	16592	7431	9161	504039	5143314
corpus-units/self-composing-policies/C04/unit.core.sexp	self-composing-policies.C04	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16469	7431	9038	1278493	5196994
corpus-units/self-expansion/C03/unit.core.sexp	self-expansion.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16410	7431	8979	1191532	4777637
corpus-units/self-expansion/C04/unit.core.sexp	self-expansion.C04	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16407	7431	8976	501579	5384998
corpus-units/semantic-self-consistency/C03/unit.core.sexp	semantic-self-consistency.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16503	7431	9072	1265873	4723265
corpus-units/semantic-self-consistency/C05/unit.core.sexp	semantic-self-consistency.C05	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16312	7431	8881	1259082	4712285
corpus-units/semantic-self-consistency/C06/unit.core.sexp	semantic-self-consistency.C06	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16303	7431	8872	516100	4976531
corpus-units/sequential-neural-score-estimation/C04/unit.core.sexp	sequential-neural-score-estimation.C04	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16502	7431	9071	531419	4564873
corpus-units/stay-on-topic-with-classifier-free-guidance/C02/unit.core.sexp	stay-on-topic-with-classifier-free-guidance.C02	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16464	7431	9033	374877	4923869
corpus-units/stay-on-topic-with-classifier-free-guidance/C05/unit.core.sexp	stay-on-topic-with-classifier-free-guidance.C05	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16357	7431	8926	1243442	4045614
corpus-units/stay-on-topic-with-classifier-free-guidance/C06/unit.core.sexp	stay-on-topic-with-classifier-free-guidance.C06	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16310	7431	8879	497978	4494311
corpus-units/stochastic-interpolants/C01/unit.core.sexp	stochastic-interpolants.C01	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16297	7431	8866	1009898	4564823
corpus-units/stochastic-interpolants/C03/unit.core.sexp	stochastic-interpolants.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16489	7431	9058	1262832	4143284
corpus-units/test-time-model-adaptation/C04/unit.core.sexp	test-time-model-adaptation.C04	paperbench	-	accept-defeated	accept-defeated	true	-	-	-	true	true	16920	7431	9489	537750	5579181
corpus-units/test-time-model-adaptation/C05/unit.core.sexp	test-time-model-adaptation.C05	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16467	7431	9036	1217672	4789617
corpus-units/test-time-model-adaptation/C07/unit.core.sexp	test-time-model-adaptation.C07	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16429	7431	8998	510019	4810177
corpus-units/what-will-my-model-forget/C01/unit.core.sexp	what-will-my-model-forget.C01	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16623	7431	9192	1229803	4909169
corpus-units/what-will-my-model-forget/C03/unit.core.sexp	what-will-my-model-forget.C03	paperbench	-	accept-gap	accept-gap	true	-	-	-	true	true	16471	7431	9040	520430	4470272
corpus-units/rebench-fix_embedding/C12/unit.core.sexp	rebench-fix_embedding.C12	rebench	-	accept-gap	accept-gap	true	-	-	-	true	true	16367	7431	8936	1065250	4354969
corpus-units/rebench-nanogpt_chat_rl/C04/unit.core.sexp	rebench-nanogpt_chat_rl.C04	rebench	-	accept-gap	accept-gap	true	-	-	-	true	true	16245	7431	8814	398448	4566713
corpus-units/rebench-restricted_mlm/C07/unit.core.sexp	rebench-restricted_mlm.C07	rebench	-	accept-gap	accept-gap	true	-	-	-	true	true	16304	7431	8873	504449	4171316
corpus-units/rebench-restricted_mlm/C14/unit.core.sexp	rebench-restricted_mlm.C14	rebench	-	accept-justified	accept-justified	true	-	-	-	true	true	16674	7431	9243	532999	4768796
corpus-units/rebench-rust_codecontests/C02/unit.core.sexp	rebench-rust_codecontests.C02	rebench	-	accept-justified	accept-justified	true	-	-	-	true	true	16655	7431	9224	520600	4493922
corpus-units/rebench-rust_codecontests/C09/unit.core.sexp	rebench-rust_codecontests.C09	rebench	-	accept-gap	accept-gap	true	-	-	-	true	true	16341	7431	8910	496999	4451051
corpus-units/rebench-triton_cumsum/C05/unit.core.sexp	rebench-triton_cumsum.C05	rebench	-	accept-gap	accept-gap	true	-	-	-	true	true	16340	7431	8909	396737	4168376
corpus-units/rebench-triton_cumsum/C09/unit.core.sexp	rebench-triton_cumsum.C09	rebench	-	accept-defeated	accept-defeated	true	-	-	-	true	true	16793	7431	9362	517050	4215586
